2022,7,14,3,28,891.083,698.849,0.162,1590.094,15000
2022,7,14,4,28,820.855,758.383,2.995,1582.233,15000
2022,7,14,5,28,932.002,770.044,16.026,1718.073,15000
2022,7,14,6,28,1409.166,738.948,39.581,2187.695,15000
2022,7,14,7,28,1837.768,664.365,72.848,2574.98,15000
2022,7,14,8,28,2122.691,660.993,103.686,2887.371,15000
2022,7,14,9,28,2038.174,763.34,141.405,2942.919,15000
2022,7,14,10,28,1856.413,849.214,171.516,2877.142,15000
2022,7,14,11,28,1646.279,950.498,198.874,2795.651,15000
2022,7,14,12,28,1725.217,841.103,211.986,2778.306,15000
2022,7,14,13,28,1767.624,712.492,218.543,2698.658,15000
2022,7,14,14,28,1878.753,691.208,200.25,2770.211,15000
2022,7,14,15,28,1797.739,743.5,174.429,2715.669,15000
2022,7,14,16,28,1770.724,747.739,156.784,2675.247,15000
2022,7,14,17,28,1783.544,716.748,140.029,2640.321,15000
2022,7,14,18,28,1691.429,736.918,110.566,2538.914,15000
2022,7,14,19,28,1660.162,844.305,74.305,2578.772,15000
2022,7,14,20,28,1734.671,827.083,42.171,2603.925,15000
2022,7,14,21,28,1755.415,786.679,15.136,2557.229,15000
2022,7,14,22,28,1647.809,933.305,0.567,2581.681,15000
2022,7,14,23,28,1502.332,1227.118,0,2729.45,15000
2022,7,14,24,28,1050.188,1386.1,0,2436.288,15000
2022,7,15,1,28,777.042,1438.864,0,2215.907,15000
2022,7,15,2,28,710.05,1456.537,0,2166.587,15000
2022,7,15,3,28,681.165,1348.256,0.162,2029.583,15000
2022,7,15,4,28,697.048,1256.16,4.857,1958.065,15000
2022,7,15,5,28,884.002,1081.192,24.283,1989.477,15000
2022,7,15,6,28,1375.611,888.295,49.294,2313.2,15000
2022,7,15,7,28,1943.458,769.517,77.299,2790.274,15000
2022,7,15,8,28,1967.409,727.499,104.901,2799.808,15000
2022,7,15,9,28,2000.218,777.887,134.282,2912.388,15000
2022,7,15,10,28,1911.788,839.772,159.536,2911.096,15000
2022,7,15,11,28,1845.247,883.581,179.772,2908.6,15000
2022,7,15,12,28,1797.739,895.915,195.96,2889.614,15000
2022,7,15,13,28,1611.878,841.077,197.498,2650.452,15000
2022,7,15,14,28,1554.4,715.063,188.028,2457.491,15000
2022,7,15,15,28,1683.224,708.315,173.296,2564.836,15000
2022,7,15,16,28,1679.034,666.895,140.839,2486.768,15000
2022,7,15,17,28,1797.638,617.029,118.094,2532.761,15000
2022,7,15,18,28,2076.269,579.159,90.169,2745.597,15000
2022,7,15,19,28,2176.498,497.006,64.915,2738.419,15000
2022,7,15,20,28,2152.264,437.198,35.938,2625.4,15000
2022,7,15,21,28,2135.662,468.321,11.575,2615.557,15000
2022,7,15,22,28,2194.796,518.181,0.648,2713.624,15000
2022,7,15,23,28,1842.587,604.43,0,2447.017,15000
2022,7,15,24,28,1531.17,704.696,0,2235.866,15000
2022,7,16,1,28,1330.575,709.915,0,2040.49,15000
2022,7,16,2,28,1083.737,615.542,0,1699.279,15000
2022,7,16,3,28,1005.731,514.981,0.162,1520.873,15000
2022,7,16,4,28,1001.92,457.06,3.966,1462.947,15000
2022,7,16,5,28,980.249,371.028,22.097,1373.374,15000
2022,7,16,6,28,940.264,297.188,46.542,1283.993,15000
2022,7,16,7,28,1180.056,267.44,76.004,1523.5,15000
2022,7,16,8,28,1346.949,278.454,99.72,1725.123,15000
2022,7,16,9,28,1481.599,288.217,124.65,1894.466,15000
2022,7,16,10,28,1468.873,306.811,141.81,1917.494,15000
2022,7,16,11,28,1713.537,337.491,159.293,2210.322,15000
2022,7,16,12,28,1887.736,381.749,165.04,2434.525,15000
2022,7,16,13,28,1763.136,406.321,169.411,2338.868,15000
2022,7,16,14,28,1605.678,448.3,178.638,2232.617,15000
2022,7,16,15,28,1754.311,518.727,164.797,2437.835,15000
2022,7,16,16,28,1757.832,528.471,137.115,2423.419,15000
2022,7,16,17,28,1810.479,514.557,117.608,2442.644,15000
2022,7,16,18,28,1872.719,561.376,89.926,2524.022,15000
2022,7,16,19,28,1712.166,643.383,60.383,2415.932,15000
2022,7,16,20,28,1960.117,615.116,31.405,2606.639,15000
2022,7,16,21,28,2047.987,617.597,10.765,2676.35,15000
2022,7,16,22,28,1993.758,716.963,0.567,2711.288,15000
2022,7,16,23,28,1944.816,748.596,0,2693.412,15000
2022,7,16,24,28,1432.792,713.677,0,2146.469,15000
2022,7,17,1,28,1571.533,682.444,0,2253.977,15000
2022,7,17,2,28,1199.198,742.385,0,1941.583,15000
2022,7,17,3,28,966.193,720.469,0.162,1686.824,15000
2022,7,17,4,28,912.681,710.946,2.185,1625.813,15000
2022,7,17,5,28,809.155,638.005,15.136,1462.296,15000
2022,7,17,6,28,907.106,618.486,32.781,1558.374,15000
2022,7,17,7,28,1086.931,493.921,52.693,1633.545,15000
2022,7,17,8,28,1275.235,497.518,78.594,1851.347,15000
2022,7,17,9,28,1294.236,500.4,108.786,1903.421,15000
2022,7,17,10,28,1133.358,534.82,127.807,1795.985,15000
2022,7,17,11,28,1066.9,576.767,137.115,1780.783,15000
2022,7,17,12,28,844.038,684.229,139.382,1667.648,15000
2022,7,17,13,28,986.488,779.634,154.842,1920.963,15000
2022,7,17,14,28,886.32,856.497,146.666,1889.483,15000
2022,7,17,15,28,791.514,816.655,133.959,1742.127,15000
2022,7,17,16,28,897.56,768.15,105.386,1771.097,15000
2022,7,17,17,28,973.729,804.719,88.388,1866.836,15000
2022,7,17,18,28,1231.086,687.115,71.229,1989.429,15000
2022,7,17,19,28,1457.948,610.229,50.265,2118.442,15000
2022,7,17,20,28,1526.697,564.551,27.358,2118.606,15000
2022,7,17,21,28,1452.144,541.935,8.904,2002.983,15000
2022,7,17,22,28,1482.148,624.386,0.486,2107.019,15000
2022,7,17,23,28,1391.152,678.462,0,2069.613,15000
2022,7,17,24,28,1187.416,738.047,0,1925.463,15000
2022,7,18,1,29,1048.49,809.556,0,1858.046,15000
2022,7,18,2,29,831.358,742.86,0,1574.219,15000
2022,7,18,3,29,797.001,642.466,0,1439.467,15000
2022,7,18,4,29,858.594,502.895,2.914,1364.403,15000
2022,7,18,5,29,1183.422,467.231,18.374,1669.027,15000
2022,7,18,6,29,1503.197,440.835,45.085,1989.116,15000
2022,7,18,7,29,1775.885,304.003,75.681,2155.569,15000
2022,7,18,8,29,2149.6,192.565,108.705,2450.869,15000
2022,7,18,9,29,2282.403,187.895,145.129,2615.426,15000
2022,7,18,10,29,2321.184,308.878,174.025,2804.087,15000
2022,7,18,11,29,2117.25,402.026,194.503,2713.779,15000
2022,7,18,12,29,2021.114,467.747,210.61,2699.471,15000
2022,7,18,13,29,2073.863,543.497,198.631,2815.991,15000
2022,7,18,14,29,1947.137,511.856,179.124,2638.117,15000
2022,7,18,15,29,1851.865,605.605,166.74,2624.209,15000
2022,7,18,16,29,1752.83,680.102,129.75,2562.682,15000
2022,7,18,17,29,1895.281,521.028,108.3,2524.609,15000
2022,7,18,18,29,1933.981,495.654,75.114,2504.749,15000
2022,7,18,19,29,2125.35,427.162,51.965,2604.476,15000
2022,7,18,20,29,2135.765,374.627,28.815,2539.207,15000
2022,7,18,21,29,1907.424,291.039,9.794,2208.257,15000
2022,7,18,22,29,1924.104,307.253,0.081,2231.438,15000
2022,7,18,23,29,1739.471,418.026,0,2157.496,15000
2022,7,18,24,29,1259.434,564.499,0,1823.933,15000
2022,7,19,1,29,957.434,643.127,0,1600.561,15000
2022,7,19,2,29,806.242,739.863,0,1546.104,15000
2022,7,19,3,29,782.576,676.076,0,1458.651,15000
2022,7,19,4,29,755.122,543.53,3.319,1301.97,15000
2022,7,19,5,29,987.532,464.674,23.554,1475.76,15000
2022,7,19,6,29,1424.446,453.008,52.612,1930.067,15000
2022,7,19,7,29,1811.168,396.419,88.793,2296.38,15000
2022,7,19,8,29,2086.237,278.113,128.859,2493.209,15000
2022,7,19,9,29,2070.811,195.481,169.087,2435.38,15000
2022,7,19,10,29,1931.008,284.586,189.808,2405.402,15000
2022,7,19,11,29,1858.083,438.123,211.744,2507.95,15000
2022,7,19,12,29,1751.001,632.533,217.086,2600.62,15000
2022,7,19,13,29,1759.916,634.212,227.446,2621.575,15000
2022,7,19,14,29,1682.135,788.687,218.624,2689.446,15000
2022,7,19,15,29,1497.496,1030.418,201.221,2729.135,15000
2022,7,19,16,29,1355.839,1105.308,180.338,2641.485,15000
2022,7,19,17,29,1706.789,1081.04,146.262,2934.091,15000
2022,7,19,18,29,1923.036,1049.021,119.227,3091.283,15000
2022,7,19,19,29,1900.521,889.317,80.78,2870.618,15000
2022,7,19,20,29,2041.784,720.13,43.951,2805.865,15000
2022,7,19,21,29,2090.379,685.354,15.055,2790.788,15000
2022,7,19,22,29,1885.316,850.405,0.567,2736.288,15000
2022,7,19,23,29,1715.517,1040.998,0,2756.515,15000
2022,7,19,24,29,1056.413,1210.282,0,2266.695,15000
2022,7,20,1,29,780.038,1371.788,0,2151.825,15000
2022,7,20,2,29,722.294,1525.111,0,2247.404,15000
2022,7,20,3,29,715.584,1530.963,0.162,2246.709,15000
2022,7,20,4,29,720.016,1403.297,5.099,2128.412,15000
2022,7,20,5,29,774.425,1173.302,31.082,1978.809,15000
2022,7,20,6,29,999.034,931.398,69.529,1999.962,15000
2022,7,20,7,29,1296.166,671.453,114.533,2082.152,15000
2022,7,20,8,29,1760.827,422.871,159.131,2342.829,15000
2022,7,20,9,29,1946.519,468.461,205.511,2620.492,15000
2022,7,20,10,29,1832.878,484.534,241.692,2559.104,15000
2022,7,20,11,29,1798.749,561.299,271.317,2631.366,15000
2022,7,20,12,29,1805.06,513.951,287.991,2607.002,15000
2022,7,20,13,29,1785.231,440.826,288.476,2514.534,15000
2022,7,20,14,29,1663.813,506.022,276.578,2446.413,15000
2022,7,20,15,29,1700.399,521.896,253.024,2475.319,15000
2022,7,20,16,29,1831.819,395.799,219.271,2446.889,15000
2022,7,20,17,29,2015.822,360.32,175.886,2552.028,15000
2022,7,20,18,29,2126.213,338.358,129.75,2594.321,15000
2022,7,20,19,29,2160.661,316.793,85.313,2562.766,15000
2022,7,20,20,29,2146.607,264.523,44.518,2455.648,15000
2022,7,20,21,29,2075.491,250.486,14.57,2340.547,15000
2022,7,20,22,29,2072.449,356.782,0.567,2429.797,15000
2022,7,20,23,29,1738.081,422.877,0,2160.957,15000
2022,7,20,24,29,1309.729,479.148,0,1788.877,15000
2022,7,21,1,29,976.561,537.349,0,1513.91,15000
2022,7,21,2,29,745.642,620.425,0,1366.067,15000
2022,7,21,3,29,662.134,662.665,0,1324.799,15000
2022,7,21,4,29,639.94,708.963,4.047,1352.951,15000
2022,7,21,5,29,724.232,848.724,28.411,1601.366,15000
2022,7,21,6,29,853.364,1095.203,64.025,2012.592,15000
2022,7,21,7,29,1279.511,1065.301,108.138,2452.95,15000
2022,7,21,8,29,1824.145,695.933,151.361,2671.439,15000
2022,7,21,9,29,2120.085,514.457,191.832,2826.374,15000
2022,7,21,10,29,1909.265,488.146,226.961,2624.371,15000
2022,7,21,11,29,1867.876,569.887,261.847,2699.61,15000
2022,7,21,12,29,1990.95,609.398,279.006,2879.354,15000
2022,7,21,13,29,1776.189,714.872,285.967,2777.027,15000
2022,7,21,14,29,1640.987,776.117,275.04,2692.143,15000
2022,7,21,15,29,1635.854,702.671,250.11,2588.636,15000
2022,7,21,16,29,1613.959,694.179,210.853,2518.991,15000
2022,7,21,17,29,1656.334,684.769,169.654,2510.757,15000
2022,7,21,18,29,1696.319,682.249,125.945,2504.514,15000
2022,7,21,19,29,1883.96,658.856,81.67,2624.486,15000
2022,7,21,20,29,1833.669,602.611,42.413,2478.694,15000
2022,7,21,21,29,1649.24,708.122,13.517,2370.879,15000
2022,7,21,22,29,1619.495,978.699,0.324,2598.518,15000
2022,7,21,23,29,1525.751,1213.586,0,2739.337,15000
2022,7,21,24,29,1016.708,1145.534,0,2162.242,15000
2022,7,22,1,29,817.247,1100.721,0,1917.968,15000
2022,7,22,2,29,724.893,888.458,0,1613.351,15000
2022,7,22,3,29,753.963,848.26,0,1602.223,15000
2022,7,22,4,29,770.321,931.176,2.509,1704.006,15000
2022,7,22,5,29,792.705,775.521,22.421,1590.647,15000
2022,7,22,6,29,1408.56,609.398,55.283,2073.241,15000
2022,7,22,7,29,1874.384,344.857,93.407,2312.648,15000
2022,7,22,8,29,1962.37,281.698,130.397,2374.465,15000
2022,7,22,9,29,1999.299,402.552,171.192,2573.043,15000
2022,7,22,10,29,2115.073,342.493,200.169,2657.735,15000
2022,7,22,11,29,2033.797,388.524,226.556,2648.877,15000
2022,7,22,12,29,2042.537,449.493,246.791,2738.822,15000
2022,7,22,13,29,1941.237,504.841,257.961,2704.039,15000
2022,7,22,14,29,1850.474,491.37,247.682,2589.527,15000
2022,7,22,15,29,1808.447,495.895,217.41,2521.752,15000
2022,7,22,16,29,1873.367,535.487,184.952,2593.806,15000
2022,7,22,17,29,1945.579,567.098,141.972,2654.649,15000
2022,7,22,18,29,1927.878,631.858,104.172,2663.907,15000
2022,7,22,19,29,1879.281,625.07,65.725,2570.076,15000
2022,7,22,20,29,1824.668,639.291,31.567,2495.526,15000
2022,7,22,21,29,1532.891,689.143,9.065,2231.099,15000
2022,7,22,22,29,1662.559,757.632,0.243,2420.435,15000
2022,7,22,23,29,1466.542,896.864,0,2363.405,15000
2022,7,22,24,29,1066.738,1057.546,0,2124.284,15000
2022,7,23,1,29,811.139,1083.495,0,1894.635,15000
2022,7,23,2,29,680.823,965.074,0,1645.897,15000
2022,7,23,3,29,644.291,902.595,0,1546.886,15000
2022,7,23,4,29,642.08,1003.389,0.971,1646.44,15000
2022,7,23,5,29,658.509,909.326,6.961,1574.796,15000
2022,7,23,6,29,762.348,737.232,21.288,1520.867,15000
2022,7,23,7,29,1127.573,571.136,43.304,1742.012,15000
2022,7,23,8,29,1145.24,476.215,71.391,1692.846,15000
2022,7,23,9,29,1096.974,429.741,87.579,1614.293,15000
2022,7,23,10,29,1247.475,421.205,114.533,1783.212,15000
2022,7,23,11,29,1277.235,426.392,143.429,1847.055,15000
2022,7,23,12,29,1268.457,496.9,172.892,1938.249,15000
2022,7,23,13,29,1208.865,605.63,178.072,1992.567,15000
2022,7,23,14,29,1140.3,711.399,179.853,2031.551,15000
2022,7,23,15,29,1132.214,783.164,175.077,2090.455,15000
2022,7,23,16,29,1166.438,714.627,153.627,2034.693,15000
2022,7,23,17,29,1212.778,702.73,124.65,2040.159,15000
2022,7,23,18,29,1406.756,667.238,101.42,2175.414,15000
2022,7,23,19,29,1555.399,600.742,65.887,2222.027,15000
2022,7,23,20,29,1755.84,544.841,32.215,2332.896,15000
2022,7,23,21,29,1537.971,601.326,8.904,2148.201,15000
2022,7,23,22,29,1430.649,843.519,0.243,2274.41,15000
2022,7,23,23,29,1320.938,1096.12,0,2417.058,15000
2022,7,23,24,29,929.961,1240.104,0,2170.065,15000
2022,7,24,1,29,657.381,1409.825,0,2067.205,15000
2022,7,24,2,29,538.821,1530.826,0,2069.647,15000
2022,7,24,3,29,544.347,1593.284,0,2137.631,15000
2022,7,24,4,29,512.679,1541.042,1.619,2055.34,15000
2022,7,24,5,29,512.725,1311.965,11.656,1836.346,15000
2022,7,24,6,29,561.684,968.716,29.787,1560.186,15000
2022,7,24,7,29,791.029,527.083,53.907,1372.019,15000
2022,7,24,8,29,1116.714,181.612,79.97,1378.297,15000
2022,7,24,9,29,1338.453,83.465,111.619,1533.536,15000
2022,7,24,10,29,1280.5,120.012,131.207,1531.719,15000
2022,7,24,11,29,1322.301,228.786,154.761,1705.848,15000
2022,7,24,12,29,1360.102,269.579,159.698,1789.38,15000
2022,7,24,13,29,1224.489,296.729,163.907,1685.125,15000
2022,7,24,14,29,1176.711,310.548,159.779,1647.039,15000
2022,7,24,15,29,1242.471,296.73,155.246,1694.447,15000
2022,7,24,16,29,1096.82,292.304,139.301,1528.424,15000
2022,7,24,17,29,1321.427,250.333,123.112,1694.872,15000
2022,7,24,18,29,1708.962,185.396,94.459,1988.817,15000
2022,7,24,19,29,1923.883,140.597,62.244,2126.724,15000
2022,7,24,20,29,1979.919,123.365,32.862,2136.147,15000
2022,7,24,21,29,1795.112,147.195,9.47,1951.777,15000
2022,7,24,22,29,1872.148,209.767,0,2081.916,15000
2022,7,24,23,29,1815.82,239.652,0,2055.472,15000
2022,7,24,24,29,1490.145,271.258,0,1761.403,15000
2022,7,25,1,30,1242.157,307.209,0,1549.366,15000
2022,7,25,2,30,882.226,295.413,0,1177.639,15000
2022,7,25,3,30,831.316,328.914,0,1160.23,15000
2022,7,25,4,30,785.856,428.836,2.509,1217.201,15000
2022,7,25,5,30,860.461,556.803,20.964,1438.227,15000
2022,7,25,6,30,1200.74,612.992,54.393,1868.125,15000
2022,7,25,7,30,1696.766,656.512,96.24,2449.518,15000
2022,7,25,8,30,1995.677,478.886,140.515,2615.078,15000
2022,7,25,9,30,2178.915,316.832,179.124,2674.871,15000
2022,7,25,10,30,2070.749,456.8,207.616,2735.164,15000
2022,7,25,11,30,1957.477,728.878,229.227,2915.582,15000
2022,7,25,12,30,1639.475,1019.396,241.611,2900.483,15000
2022,7,25,13,30,1555.226,1193.635,228.256,2977.117,15000
2022,7,25,14,30,1321.493,1200.303,203.973,2725.769,15000
2022,7,25,15,30,1220.725,1213.845,186.247,2620.817,15000
2022,7,25,16,30,1200.256,1191.363,147.8,2539.419,15000
2022,7,25,17,30,1162.517,1178.345,125.136,2465.998,15000
2022,7,25,18,30,1284.749,1159.018,89.036,2532.802,15000
2022,7,25,19,30,1463.967,1135.036,56.416,2655.419,15000
2022,7,25,20,30,1486.883,1071.288,25.739,2583.91,15000
2022,7,25,21,30,1231.009,1127.481,5.261,2363.752,15000
2022,7,25,22,30,1231.845,1360.107,0,2591.952,15000
2022,7,25,23,30,920.628,1710.948,0,2631.576,15000
2022,7,25,24,30,661.484,1842.95,0,2504.434,15000
2022,7,26,1,30,713.27,2032.884,0,2746.155,15000
2022,7,26,2,30,668.349,2176.319,0,2844.668,15000
2022,7,26,3,30,677.612,2207.8,0,2885.412,15000
2022,7,26,4,30,746.017,2194.352,0.081,2940.45,15000
2022,7,26,5,30,724.032,2242.226,5.261,2971.52,15000
2022,7,26,6,30,765.001,2351.752,23.959,3140.713,15000
2022,7,26,7,30,977.567,2340.667,47.918,3366.151,15000
2022,7,26,8,30,1097.659,2190.923,73.9,3362.481,15000
2022,7,26,9,30,1180.388,1947.899,97.292,3225.579,15000
2022,7,26,10,30,1198.304,1757.92,110.728,3066.952,15000
2022,7,26,11,30,1021.189,1829.285,129.426,2979.9,15000
2022,7,26,12,30,1037.421,2033.834,120.765,3192.02,15000
2022,7,26,13,30,1012.645,2177.474,107.491,3297.61,15000
2022,7,26,14,30,1087.218,2314.13,92.274,3493.622,15000
2022,7,26,15,30,1048.032,2519.531,88.874,3656.437,15000
2022,7,26,16,30,995.273,2662.012,67.91,3725.196,15000
2022,7,26,17,30,1016.943,2946.326,63.054,4026.323,15000
2022,7,26,18,30,1061.512,2965.106,48.727,4075.344,15000
2022,7,26,19,30,988.157,2880.437,29.301,3897.895,15000
2022,7,26,20,30,995.027,2720.767,18.05,3733.844,15000
2022,7,26,21,30,907.742,2748.886,4.857,3661.484,15000
2022,7,26,22,30,905.812,2758.179,0,3663.991,15000
2022,7,26,23,30,870.681,2679.041,0,3549.722,15000
2022,7,26,24,30,742.116,2398.663,0,3140.779,15000
2022,7,27,1,30,730.896,2255.457,0,2986.353,15000
2022,7,27,2,30,611.388,2194.722,0,2806.11,15000
2022,7,27,3,30,555.903,2207.332,0,2763.234,15000
2022,7,27,4,30,561.44,2196.165,1.214,2758.819,15000
2022,7,27,5,30,543.711,2172.446,16.107,2732.265,15000
2022,7,27,6,30,668.637,1977.231,44.032,2689.901,15000
2022,7,27,7,30,745.04,1924.718,75.681,2745.438,15000
2022,7,27,8,30,807.729,1922.651,107.733,2838.113,15000
2022,7,27,9,30,1074.401,1715.276,139.948,2929.625,15000
2022,7,27,10,30,1198.164,1823.736,172.163,3194.062,15000
2022,7,27,11,30,1396.905,1796.965,203.649,3397.52,15000
2022,7,27,12,30,1419.938,1980.852,220.809,3621.599,15000
2022,7,27,13,30,1456.248,1993.189,210.125,3659.562,15000
2022,7,27,14,30,1306.836,1800.399,196.85,3304.085,15000
2022,7,27,15,30,1293.101,1683.037,171.273,3147.411,15000
2022,7,27,16,30,1328.099,1488.558,141.567,2958.224,15000
2022,7,27,17,30,1343.056,1370.141,99.477,2812.674,15000
2022,7,27,18,30,1511.076,1304.75,70.5,2886.326,15000
2022,7,27,19,30,1698.375,1083.828,44.599,2826.801,15000
2022,7,27,20,30,1723.937,947.685,21.45,2693.071,15000
2022,7,27,21,30,1664.497,915.576,3.885,2583.958,15000
2022,7,27,22,30,1585.28,956.824,0,2542.104,15000
2022,7,27,23,30,1211.792,1063.301,0,2275.093,15000
2022,7,27,24,30,831.666,1091.885,0,1923.551,15000
2022,7,28,1,30,647.686,1247.751,0,1895.437,15000
2022,7,28,2,30,572.103,1235.269,0,1807.372,15000
2022,7,28,3,30,556.01,1231.731,0,1787.741,15000
2022,7,28,4,30,549.463,1271.123,1.376,1821.962,15000
2022,7,28,5,30,589.611,1112.193,12.06,1713.864,15000
2022,7,28,6,30,1077.471,925.872,35.857,2039.201,15000
2022,7,28,7,30,1534.308,641.277,63.863,2239.448,15000
2022,7,28,8,30,1966.916,530.777,88.631,2586.324,15000
2022,7,28,9,30,2075.778,495.15,120.684,2691.613,15000
2022,7,28,10,30,2022.327,544.28,131.288,2697.894,15000
2022,7,28,11,30,2052.144,664.243,140.191,2856.579,15000
2022,7,28,12,30,1999.339,708.608,141.162,2849.109,15000
2022,7,28,13,30,1863.752,759.052,151.037,2773.842,15000
2022,7,28,14,30,1739.134,838.423,148.366,2725.923,15000
2022,7,28,15,30,1744.333,942.484,131.045,2817.861,15000
2022,7,28,16,30,1917.997,1007.185,104.01,3029.192,15000
2022,7,28,17,30,1862.916,993.029,88.793,2944.738,15000
2022,7,28,18,30,1886.504,918.585,67.424,2872.513,15000
2022,7,28,19,30,1754.951,828.082,42.252,2625.285,15000
2022,7,28,20,30,1810.445,829.443,19.669,2659.557,15000
2022,7,28,21,30,1596.295,911.987,2.995,2511.277,15000
2022,7,28,22,30,1545.418,1099.35,0,2644.769,15000
2022,7,28,23,30,1405.875,1283.963,0,2689.838,15000
2022,7,28,24,30,1142.15,1407.985,0,2550.135,15000
2022,7,29,1,30,835.704,1393.36,0,2229.063,15000
2022,7,29,2,30,718.584,1324.119,0,2042.703,15000
2022,7,29,3,30,744.832,1254.615,0,1999.447,15000
2022,7,29,4,30,818.465,1284.257,0.971,2103.694,15000
2022,7,29,5,30,877.573,1254.225,11.251,2143.049,15000
2022,7,29,6,30,1106.588,1090.1,34.562,2231.251,15000
2022,7,29,7,30,1528.064,829.602,62.649,2420.314,15000
2022,7,29,8,30,1715.826,717.763,95.835,2529.424,15000
2022,7,29,9,30,1759.942,846.101,127.969,2734.012,15000
2022,7,29,10,30,1778.582,909.794,143.267,2831.643,15000
2022,7,29,11,30,1777.19,953.854,162.531,2893.574,15000
2022,7,29,12,30,1755.427,972.771,176.777,2904.975,15000
2022,7,29,13,30,1743.998,991.919,174.025,2909.942,15000
2022,7,29,14,30,1708.576,998.001,181.714,2888.291,15000
2022,7,29,15,30,1612.268,1044.024,178.477,2834.769,15000
2022,7,29,16,30,1695.557,983.837,150.066,2829.46,15000
2022,7,29,17,30,1690.541,870.613,118.175,2679.329,15000
2022,7,29,18,30,1715.288,872.583,86.931,2674.802,15000
2022,7,29,19,30,1752.847,822.775,54.231,2629.852,15000
2022,7,29,20,30,1708.159,743.121,24.606,2475.886,15000
2022,7,29,21,30,1684.603,834.066,4.452,2523.121,15000
2022,7,29,22,30,1625.499,980.573,0,2606.072,15000
2022,7,29,23,30,1366.908,1130.919,0,2497.826,15000
2022,7,29,24,30,1005.871,1121.205,0,2127.076,15000
2022,7,30,1,30,683.7,1131.997,0,1815.697,15000
2022,7,30,2,30,636.042,1089.297,0,1725.34,15000
2022,7,30,3,30,641.992,1035.543,0,1677.535,15000
2022,7,30,4,30,621.496,1057.812,0.405,1679.712,15000
2022,7,30,5,30,645.153,1050.712,10.603,1706.468,15000
